Name,date,open,high,low,close,volume
SRCL,2013-02-28,96.25428571428571,96.91322857142858,95.75857142857144,96.095,8990378
SRCL,2013-03-31,100.475,101.28124,99.91791,100.8705,9619301
SRCL,2013-04-30,107.0440909090909,107.90556818181818,106.06887272727272,107.11063636363637,8946948
SRCL,2013-05-31,110.28635909090909,111.14449090909092,109.57209090909092,110.44909090909091,8287899
SRCL,2013-06-30,108.3155,109.17484999999999,107.44649999999999,108.293,8391169
SRCL,2013-07-31,115.59136363636365,116.25031818181819,114.71318181818182,115.58045454545454,6708372
SRCL,2013-08-31,115.51545454545455,116.19454545454545,114.85546363636364,115.57090909090908,5268910
SRCL,2013-09-30,114.77000000000001,115.51675,113.99708000000001,114.785,5853802
SRCL,2013-10-31,116.42826086956521,117.5689,115.73188695652173,116.78904347826088,6962629
SRCL,2013-11-30,117.422,118.15427500000001,116.73499999999999,117.51199999999999,4554926
SRCL,2013-12-31,115.61714285714285,116.2232380952381,114.85979047619048,115.43476190476191,8381426
SRCL,2014-01-31,116.52238095238094,117.58571428571429,115.46986666666668,116.69428571428571,10807175
SRCL,2014-02-28,115.33,116.26052631578946,114.58584210526315,115.40210526315789,9535786
SRCL,2014-03-31,114.91095238095238,115.37869047619047,114.12619047619049,114.70904761904761,8629222
SRCL,2014-04-30,112.92142857142856,113.6152857142857,112.02145238095238,112.7404761904762,9177556
SRCL,2014-05-31,113.71619047619048,114.26962380952381,112.96334761904762,113.6304761904762,7888917
SRCL,2014-06-30,116.81190476190477,117.39047619047618,116.31476190476191,116.96142857142857,6942533
SRCL,2014-07-31,119.11409090909092,119.56827727272729,118.10954545454545,118.73,6931924
SRCL,2014-08-31,118.39666666666666,118.97881904761904,117.78059523809523,118.45404761904761,4990395
SRCL,2014-09-30,117.09761904761906,117.50023333333333,116.61412380952382,117.07976190476191,6559302
SRCL,2014-10-31,119.44608695652175,120.47434782608696,118.6991304347826,119.79499999999999,11153091
SRCL,2014-11-30,127.61631578947369,128.14263157894737,126.67578947368422,127.43052631578946,6488788
SRCL,2014-12-31,130.7990909090909,131.7651318181818,129.9913681818182,130.9293181818182,8314454
SRCL,2015-01-31,133.18,134.26305,132.33031,133.27,7956703
SRCL,2015-02-28,133.12894736842105,134.1364210526316,131.90632105263157,133.19973684210527,8877811
SRCL,2015-03-31,137.6209090909091,138.75103181818181,136.9227272727273,138.15318181818182,9032656
SRCL,2015-04-30,138.8709523809524,140.06033333333332,137.97230000000002,139.04619047619047,8950337
SRCL,2015-05-31,135.92950000000002,136.755385,135.245105,136.00799999999998,7939659
SRCL,2015-06-30,136.26772727272726,136.8955,135.49220454545454,136.14954545454546,7907294
SRCL,2015-07-31,135.64,136.65658636363636,134.4935909090909,135.5334090909091,16462229
SRCL,2015-08-31,143.0257142857143,144.1104761904762,141.84672857142857,143.1261904761905,12220519
SRCL,2015-09-30,139.20904761904762,140.50999047619047,137.91429523809524,139.17619047619047,19574666
SRCL,2015-10-31,139.93,141.3663181818182,138.23921363636364,140.16772727272726,26466016
SRCL,2015-11-30,123.043,124.096495,122.04306999999999,123.1095,19640982
SRCL,2015-12-31,118.54636363636364,119.61540454545455,117.43921363636363,118.58590909090908,19371939
SRCL,2016-01-31,117.63263157894737,118.97675263157896,116.32368421052632,117.82052631578948,12861235
SRCL,2016-02-29,111.97550000000001,113.43618,110.59222,111.944,20554264
SRCL,2016-03-31,118.72863636363637,119.97287727272727,117.99163636363636,119.41954545454546,20812432
SRCL,2016-04-30,124.29619047619046,125.14984285714287,123.11600476190476,123.97142857142858,26512189
SRCL,2016-05-31,96.19714285714285,97.48095238095237,95.26,96.30238095238094,39121848
SRCL,2016-06-30,100.55772727272728,101.43999090909091,99.95830000000001,100.9718181818182,21982090
SRCL,2016-07-31,104.9375,105.49314999999999,103.46199999999999,104.57650000000001,23709785
SRCL,2016-08-31,86.7395652173913,87.34341304347826,85.89526521739131,86.55260869565218,27482514
SRCL,2016-09-30,81.3147619047619,81.93032380952381,80.5276238095238,81.14809523809524,27473901
SRCL,2016-10-31,76.36761904761904,77.19926666666667,75.32762380952381,76.06904761904762,30529496
SRCL,2016-11-30,75.33857142857143,76.06214285714286,74.4172619047619,75.07333333333334,25430627
SRCL,2016-12-31,75.25428571428571,75.96446666666667,74.71885714285715,75.37809523809524,24624128
SRCL,2017-01-31,79.1035,79.9475,78.30081,79.1365,18692907
SRCL,2017-02-28,79.49315789473684,80.58123684210527,78.57501578947368,79.59315789473685,23489524
SRCL,2017-03-31,82.0208695652174,82.66408695652173,81.37413043478261,82.00608695652174,17857703
SRCL,2017-04-30,83.57368421052632,84.28426842105263,82.96321578947368,83.59947368421054,12493304
SRCL,2017-05-31,84.46409090909091,85.04221363636363,83.76217727272727,84.34272727272727,14728115
SRCL,2017-06-30,78.97545454545455,79.6525909090909,78.11600454545454,78.74727272727273,17781977
SRCL,2017-07-31,76.204,76.80255,75.6225,76.226,12789694
SRCL,2017-08-31,73.82913043478261,74.54397826086957,72.81573913043478,73.52565217391304,22485934
SRCL,2017-09-30,71.034,71.688745,70.40925,70.9845,13491239
SRCL,2017-10-31,71.45681818181818,71.87456363636363,70.8268409090909,71.40954545454545,12650828
SRCL,2017-11-30,64.71904761904761,65.34029047619048,64.0721619047619,64.74238095238096,22854921
SRCL,2017-12-31,67.46799999999999,68.004265,66.789125,67.3195,15912609
SRCL,2018-01-31,70.98428571428572,71.70231904761904,70.38047619047619,71.23738095238095,15219869
SRCL,2018-02-28,72.75399999999999,73.854,71.52799999999999,72.5,5547856
